Open,High,Low,Adj Close,Volume,class
640,640.049988,612.099976,561.986572,14359086,DOWN
622.25,628.150024,616.75,563.484375,6632975,UP
621,628,599.849976,564.119873,15075209,UP
625.5,641,625.299988,579.960022,12285851,UP
640.950012,668.700012,640,604.923096,17719890,UP
671,674.900024,658.799988,600.06665,13399070,DOWN
661,672,660.950012,605.876221,10445773,UP
673.150024,679,665.950012,608.508667,8260890,UP
672.549988,688.25,671.299988,622.034119,7827923,UP
683,683.650024,672.5,618.539368,5177288,DOWN
676.099976,685.450012,664.549988,606.829346,8039771,DOWN
672,685.75,665.599976,619.81012,5553948,UP
669.900024,683.799988,665.200012,607.464722,5121196,DOWN
669.200012,681.900024,660.599976,612.275879,7120933,UP
677.099976,680.650024,670.599976,615.906738,6926183,UP
682,700,680,633.381042,7521474,UP
697.450012,713.700012,694.400024,640.915222,9560576,UP
711.849976,711.849976,692.75,630.340027,4778465,DOWN
686.5,686.5,674.549988,614.182068,8021298,DOWN
671.549988,671.549988,661.099976,603.516052,8295459,DOWN
660,671.549988,656.400024,605.513062,11705260,UP
659.5,659.5,643.450012,586.586609,12802132,DOWN
657,658.799988,647.599976,589.128235,8379825,UP
647,647,637.349976,584.634949,6178552,DOWN
652.75,663.25,649,596.20874,15333902,UP
663.349976,663.5,653.299988,596.344849,4736598,UP
660,662,655.799988,598.1604,3373319,UP
660.950012,666.299988,654.150024,603.697632,2943390,UP
666,674,662.049988,607.328674,7416655,UP
672,677,663.099976,607.419373,6827249,UP
671.75,673.900024,651,600.06665,7889310,DOWN
665,673.599976,661.5,609.73407,8046340,UP
674.950012,677.450012,668.549988,608.23645,8621545,DOWN
686.200012,689.799988,664,613.728271,18130292,UP
681.599976,682,672.549988,616.996155,9572493,UP
680.200012,685.5,672.5,620.445496,12281903,UP
707,710.200012,695.950012,637.148071,19312937,UP
707.200012,730,707.200012,659.569519,19671304,UP
729.900024,737.799988,728.5,668.828491,9658944,UP
735.799988,739,729.099976,665.696716,6903771,DOWN
730,736.200012,726.299988,663.51825,5902151,DOWN
738.200012,751,734,676.271973,8129422,UP
741.25,749,734,676.589722,6723375,UP
742.349976,742.599976,729.200012,664.153625,7212099,DOWN
728.099976,736.099976,721,668.124023,7429783,UP
728,737.900024,724.25,666.617981,5543112,DOWN
731,732.599976,719,664.42749,7944693,DOWN
